DEPARTMENT,DATE ,CARBON (metric tonne),ELECTRICITY (kwh),WATER (m3)
Logistics,23/7/2019,37.55,53.55,57
IT,23/7/2019,26.18,71.47,50.8
Finance,24/7/2019,61.04,47.96,52.5
Logistics,24/7/2019,38.07,55.33,57
IT,24/7/2019,24.53,70.19,51
Finance,25/7/2019,62.91,46.62,52.4
Logistics,25/7/2019,36.46,57.15,57.1
IT,25/7/2019,26.35,68.67,51
Finance,26/7/2019,61.28,48.71,52.7
Logistics,26/7/2019,37.2,56.32,57
IT,26/7/2019,25.39,70.17,51.1
Finance,27/7/2019,59.58,47.49,53
Logistics,27/7/2019,37.39,57.65,57.1
IT,27/7/2019,26.18,70.61,51.4
Finance,28/7/2019,60.53,47.57,53.3
Logistics,28/7/2019,36.93,59.42,57.4
IT,28/7/2019,24.42,71.93,51.6
Finance,29/7/2019,59.58,49.09,53.6
Logistics,29/7/2019,36.27,59.02,57.5
IT,29/7/2019,25.27,72.4,51.8
Finance,30/7/2019,60.65,51.09,53.8
Logistics,30/7/2019,34.32,59.75,57.4
IT,30/7/2019,24.94,72.7,51.7
Finance,31/7/2019,61.9,51.98,54.1
Logistics,31/7/2019,34.93,58.29,57.5
IT,31/7/2019,23.9,71.39,51.8
Finance,1/8/2019,62.49,51.24,54
Logistics,1/8/2019,34.62,56.36,57.7
IT,1/8/2019,23.51,73.39,51.9
Finance,2/8/2019,62.92,53.04,53.9
Logistics,2/8/2019,35.77,55,57.9
IT,2/8/2019,22.81,73.08,51.9
Finance,3/8/2019,63.02,52.24,54
Logistics,3/8/2019,36.03,53.46,58
IT,3/8/2019,21.53,74.11,51.8
Finance,4/8/2019,62.11,53.21,54
Logistics,4/8/2019,37.52,53.4,58.2
IT,4/8/2019,22.09,74.92,51.7
Finance,5/8/2019,64.18,53.73,54.2
Logistics,5/8/2019,37.95,55.49,58.5
IT,5/8/2019,23.46,74.46,52
Finance,6/8/2019,64.03,53.17,54.1
Logistics,6/8/2019,38.78,57.22,58.6
IT,6/8/2019,23.73,72.9,52.1
Finance,7/8/2019,64.86,52.81,54.1
Logistics,7/8/2019,37.16,57.54,58.5
IT,7/8/2019,24.47,74.84,52
Finance,8/8/2019,66.64,51.21,54.4
Logistics,8/8/2019,36.76,57.87,58.4
IT,8/8/2019,24.45,76.83,52.3
Finance,9/8/2019,65.5,50.44,54.6
Logistics,9/8/2019,36.03,58.22,58.5
IT,9/8/2019,25.1,78.25,52.2
Finance,10/8/2019,65.07,52.23,54.9
Logistics,10/8/2019,36.76,57.94,58.8
IT,10/8/2019,25.82,79.14,52.5
Finance,11/8/2019,65.82,52.46,54.8
Logistics,11/8/2019,35.58,57.79,58.7
IT,11/8/2019,24.86,77.86,52.6
Finance,12/8/2019,65.36,53.69,54.9
Logistics,12/8/2019,35.26,59.81,58.9
IT,12/8/2019,25.8,77.22,52.7
Finance,13/8/2019,63.75,52.73,55.2
Logistics,13/8/2019,35.01,59.8,59.2
IT,13/8/2019,24.46,75.46,52.8
Finance,14/8/2019,64.95,52.44,55.4
Logistics,14/8/2019,36.22,61.64,59.2
IT,14/8/2019,24.03,77.05,52.8
Finance,15/8/2019,64.99,54.26,55.7
Logistics,15/8/2019,36.42,61.2,59.5
IT,15/8/2019,24.8,76.04,53.1
Finance,16/8/2019,63.36,54.32,56
Logistics,16/8/2019,36.39,60.33,59.5
IT,16/8/2019,25.56,74.58,53.4
Finance,17/8/2019,62.59,56.36,56.3
Logistics,17/8/2019,36.97,61.72,59.7
IT,17/8/2019,25.19,73.31,53.4
Finance,18/8/2019,63.76,55.86,56.5
Logistics,18/8/2019,35.9,62.54,59.8
IT,18/8/2019,25.39,73.43,53.3
Finance,19/8/2019,62.91,56.97,56.6
Logistics,19/8/2019,35.99,64.01,60
IT,19/8/2019,24.3,71.66,53.3
Finance,20/8/2019,64.46,58.55,56.6
Logistics,20/8/2019,34.18,63.57,59.9
IT,20/8/2019,25.39,73.37,53.2
Finance,21/8/2019,63.32,58.91,56.9
Logistics,21/8/2019,34.18,63.39,59.9
IT,21/8/2019,26.17,74.76,53.4
Finance,22/8/2019,62.26,58.1,56.9
Logistics,22/8/2019,35.33,63.56,59.8
IT,22/8/2019,27.57,75.04,53.6
Finance,23/8/2019,61.45,59.58,56.9
Logistics,23/8/2019,37.33,62.4,59.7
IT,23/8/2019,26.56,73.61,53.9
Finance,24/8/2019,62.08,60.51,57.2
Logistics,24/8/2019,36.57,62.19,59.6
IT,24/8/2019,25.68,75.1,53.9
Finance,25/8/2019,63.62,58.55,57.1
Logistics,25/8/2019,37.2,60.4,59.8
IT,25/8/2019,26.1,73.72,54
Finance,26/8/2019,63.31,56.75,57
Logistics,26/8/2019,36.59,60.86,60.1
IT,26/8/2019,26.5,75.63,54
Finance,27/8/2019,64.71,57.88,57
Logistics,27/8/2019,36.62,59.26,60.4
IT,27/8/2019,25.6,76.17,54
Finance,28/8/2019,64.73,57.3,57.3
Logistics,28/8/2019,35.92,58.89,60.4
IT,28/8/2019,25.3,78.12,54.2
Finance,29/8/2019,64.98,55.34,57.3
Logistics,29/8/2019,34.19,59.91,60.3
IT,29/8/2019,26.77,78.18,54.1
Finance,30/8/2019,63.71,56.81,57.6
Logistics,30/8/2019,35.29,60.77,60.3
IT,30/8/2019,27.78,76.28,54.2
Finance,31/8/2019,62.64,57.2,57.6
Logistics,31/8/2019,36.72,62.56,60.4
IT,31/8/2019,26.11,75.82,54.1
Finance,1/9/2019,64.13,58.83,57.8
Logistics,1/9/2019,35.33,61.92,60.3
IT,1/9/2019,27.65,75.5,54.1
Finance,2/9/2019,66.13,58.76,58
Logistics,2/9/2019,33.62,63.95,60.3
IT,2/9/2019,26.96,73.55,54.1
Finance,3/9/2019,64.46,58.5,58.1
Logistics,3/9/2019,33.47,64.55,60.3
IT,3/9/2019,27.9,75.05,54.4
Finance,4/9/2019,66.37,59.31,58.3
Logistics,4/9/2019,35.44,62.99,60.4
IT,4/9/2019,26.03,76.03,54.7
Finance,5/9/2019,66.99,60.12,58.2
Logistics,5/9/2019,37.29,61.45,60.4
IT,5/9/2019,27.02,75.33,54.7
Finance,6/9/2019,65.32,61.56,58.1
Logistics,6/9/2019,36.32,61.7,60.3
IT,6/9/2019,27.87,75.28,55
Finance,7/9/2019,65.33,59.62,58
Logistics,7/9/2019,36.48,60.35,60.3
IT,7/9/2019,27.12,74.28,55.1
Finance,8/9/2019,66.7,59.21,58.2
Logistics,8/9/2019,35.63,61.36,60.4
IT,8/9/2019,25.88,75.19,55.4
Finance,9/9/2019,67.97,58.7,58.4
Logistics,9/9/2019,34.73,59.98,60.3
IT,9/9/2019,24.27,74.27,55.3
Finance,10/9/2019,69.56,57.82,58.5
Logistics,10/9/2019,34.24,61.64,60.6
IT,10/9/2019,25.69,75.63,55.3
Finance,11/9/2019,70.37,58.33,58.5
Logistics,11/9/2019,35.33,62.17,60.6
IT,11/9/2019,26.67,77.29,55.5
Finance,12/9/2019,70.17,59.48,58.5
Logistics,12/9/2019,36.31,61.21,60.6
IT,12/9/2019,25.46,77.17,55.6
Finance,13/9/2019,69.1,60.23,58.8
Logistics,13/9/2019,37.87,60.94,60.8
IT,13/9/2019,24.33,78.05,55.7
Finance,14/9/2019,70.27,58.88,58.8
Logistics,14/9/2019,36.31,61.78,60.8
IT,14/9/2019,24.37,76.43,55.9
Finance,15/9/2019,71.65,58.93,58.7
Logistics,15/9/2019,35.38,62.37,60.8
IT,15/9/2019,25.08,76.44,56
Finance,16/9/2019,72.18,59.61,58.6
Logistics,16/9/2019,36.68,60.69,61.1
IT,16/9/2019,25.9,76.91,55.9
Finance,17/9/2019,71.98,57.88,58.7
Logistics,17/9/2019,34.79,59.16,61.3
IT,17/9/2019,25.38,78.47,55.8
Finance,18/9/2019,70.96,58.18,58.6
Logistics,18/9/2019,33.91,60.15,61.2
IT,18/9/2019,25.91,78.23,55.9
Finance,19/9/2019,69.81,58.53,58.8
Logistics,19/9/2019,34.27,62.21,61.5
IT,19/9/2019,24.68,77.06,56.1
Finance,20/9/2019,68.32,56.86,58.9
Logistics,20/9/2019,33.56,62.36,61.5
IT,20/9/2019,23.71,75.48,56.3
Finance,21/9/2019,67.67,57.05,58.8
Logistics,21/9/2019,35.06,62.64,61.4
IT,21/9/2019,22.38,73.54,56.6
Finance,22/9/2019,68.25,55.64,58.9
Logistics,22/9/2019,35.54,64.47,61.5
IT,22/9/2019,22.57,74.19,56.8
Finance,23/9/2019,69.44,55.66,59.2
Logistics,23/9/2019,33.71,66.43,61.7
IT,23/9/2019,23.68,72.23,56.7
Finance,24/9/2019,68.07,56.39,59.5
Logistics,24/9/2019,31.94,64.76,61.8
IT,24/9/2019,24.7,71.11,56.7
Finance,25/9/2019,67.97,58.25,59.7
Logistics,25/9/2019,34.03,65.11,62.1
IT,25/9/2019,24.12,69.94,56.9
Finance,26/9/2019,69.84,59.31,59.7
Logistics,26/9/2019,34.55,64.24,62
IT,26/9/2019,26.03,69.67,57.2
Finance,27/9/2019,70.96,61.31,59.9
Logistics,27/9/2019,35.54,65.2,62.1
IT,27/9/2019,24.16,70.19,57.3
Finance,28/9/2019,72.07,60.78,59.9
Logistics,28/9/2019,35.73,63.21,62.3
IT,28/9/2019,23.22,72.06,57.5
Finance,29/9/2019,73.63,60.18,60
Logistics,29/9/2019,37.08,62.05,62.4
IT,29/9/2019,23.52,70.86,57.7
Finance,30/9/2019,72.77,62.03,59.9
Logistics,30/9/2019,35.27,61.57,62.4
IT,30/9/2019,24.35,71.92,58
Finance,1/10/2019,74.72,60.24,60
Logistics,1/10/2019,34.64,62.22,62.4
IT,1/10/2019,24.9,70.05,57.9
Finance,2/10/2019,75.48,59.86,60.2
Logistics,2/10/2019,35.26,63.79,62.3
IT,2/10/2019,24.46,69.07,57.9
Finance,3/10/2019,74.54,59.62,60.3
Logistics,3/10/2019,35.11,63.75,62.2
IT,3/10/2019,24.24,67.4,57.9
Finance,4/10/2019,76.46,58.64,60.5
Logistics,4/10/2019,37.14,63.72,62.4
IT,4/10/2019,22.62,65.98,58.2
Finance,5/10/2019,75.95,59.55,60.8
Logistics,5/10/2019,36.88,63.3,62.5
IT,5/10/2019,23.51,64.23,58.1
Finance,6/10/2019,74.6,59.1,61.1
Logistics,6/10/2019,38.31,62.25,62.8
IT,6/10/2019,21.89,62.48,58.3
Finance,7/10/2019,75.61,59.14,61.2
Logistics,7/10/2019,37.32,62.81,63
IT,7/10/2019,23.54,60.95,58.5
Finance,8/10/2019,76.82,57.62,61.2
Logistics,8/10/2019,37.54,62.6,63
IT,8/10/2019,25.11,61.2,58.5
Finance,9/10/2019,75.4,59.3,61.1
Logistics,9/10/2019,39.59,62.4,63.1
IT,9/10/2019,23.22,60.36,58.8
Finance,10/10/2019,73.82,58.79,61.1
Logistics,10/10/2019,38.63,63.6,63
IT,10/10/2019,24.01,59.27,58.9
Finance,11/10/2019,75.76,59.03,61
Logistics,11/10/2019,40.31,65.17,63.1
IT,11/10/2019,25.35,60.41,58.8
Finance,12/10/2019,76.36,60.62,61.3
Logistics,12/10/2019,40.2,64.35,63.1
IT,12/10/2019,25.65,61.28,58.9
Finance,13/10/2019,78.42,62.02,61.3
Logistics,13/10/2019,39.07,65.71,63.1
IT,13/10/2019,24.54,62.27,59
Finance,14/10/2019,76.47,63.38,61.5
Logistics,14/10/2019,37.18,63.79,63.4
IT,14/10/2019,25.82,63.65,58.9
Finance,15/10/2019,74.56,62.56,61.8
Logistics,15/10/2019,37.44,63.62,63.3
IT,15/10/2019,26.78,64.41,59
Finance,16/10/2019,76.31,60.69,61.9
Logistics,16/10/2019,35.5,62.95,63.6
IT,16/10/2019,27.75,64,59.2
Finance,17/10/2019,77.18,59.66,61.8
Logistics,17/10/2019,36.07,61.75,63.9
IT,17/10/2019,28.61,63.36,59.3
Finance,18/10/2019,78,59.36,62
Logistics,18/10/2019,37.61,61.67,63.9
IT,18/10/2019,28.43,63.1,59.4
Finance,19/10/2019,79.98,59.69,62.2
Logistics,19/10/2019,38.03,60.79,64.2
IT,19/10/2019,29.98,61.55,59.4
Finance,20/10/2019,81.39,57.93,62.2
Logistics,20/10/2019,37.43,61.92,64.3
IT,20/10/2019,28.1,60.75,59.3
Finance,21/10/2019,79.42,58.33,62.2
Logistics,21/10/2019,35.58,63.47,64.2
IT,21/10/2019,29.27,58.93,59.2
Finance,22/10/2019,79.95,57.98,62.2
Logistics,22/10/2019,33.98,64.75,64.4
IT,22/10/2019,31.1,59.06,59.1
Finance,23/10/2019,80.69,56.4,62.2
Logistics,23/10/2019,33.58,63.71,64.6
IT,23/10/2019,29.56,58.11,59.2
Finance,24/10/2019,81.39,55.72,62.1
Logistics,24/10/2019,32.94,62.63,64.6
IT,24/10/2019,30.22,59.44,59.2
Finance,25/10/2019,83.36,54.94,62.2
Logistics,25/10/2019,31.72,61.28,64.6
IT,25/10/2019,32.26,58.75,59.1
Finance,26/10/2019,84.37,55.33,62.3
Logistics,26/10/2019,31.44,62.05,64.8
IT,26/10/2019,30.67,58.36,59.1
Finance,27/10/2019,82.98,54.47,62.6
Logistics,27/10/2019,30.58,62.82,64.9
IT,27/10/2019,28.89,57.28,59.3
Finance,28/10/2019,84.52,56.27,62.5
Logistics,28/10/2019,29.11,61.71,64.8
IT,28/10/2019,30.23,56.86,59.5
Finance,29/10/2019,84.38,57.62,62.8
Logistics,29/10/2019,28.61,61.95,65
IT,29/10/2019,30.34,57.68,59.5
Finance,30/10/2019,84.31,59.12,62.7
Logistics,30/10/2019,30.69,62.86,65.3
IT,30/10/2019,28.84,56.64,59.8
Finance,31/10/2019,86.18,60.73,63
Logistics,31/10/2019,31.04,64.05,65.6
IT,31/10/2019,30.42,57.5,59.8
Finance,1/11/2019,85.87,60.53,62.9
Logistics,1/11/2019,32.57,65.36,65.9
IT,1/11/2019,29.55,58.94,59.7
Finance,2/11/2019,85.7,61.59,62.8
Logistics,2/11/2019,32.96,65.43,66
IT,2/11/2019,27.94,58.85,59.6
Finance,3/11/2019,85,62.53,62.9
Logistics,3/11/2019,33.64,65,66.2
IT,3/11/2019,29.33,57.18,59.6
Finance,4/11/2019,83.88,63.11,62.8
Logistics,4/11/2019,34.82,63.5,66.3
IT,4/11/2019,30.66,57.64,59.8
Finance,5/11/2019,82.63,63.46,62.9
Logistics,5/11/2019,33.54,64.16,66.2
IT,5/11/2019,30.91,59.74,59.9
Finance,6/11/2019,83.77,64.96,62.9
Logistics,6/11/2019,32.51,62.24,66.5
IT,6/11/2019,31.95,61.28,60
Finance,7/11/2019,81.95,64.26,62.9
Logistics,7/11/2019,33.6,61.58,66.8
IT,7/11/2019,33.23,61.71,60.3
Finance,8/11/2019,82.86,63.6,62.8
Logistics,8/11/2019,35.09,60.6,67
IT,8/11/2019,33.59,60.47,60.4
Finance,9/11/2019,83.52,64.93,62.7
Logistics,9/11/2019,34.43,61.21,67
IT,9/11/2019,34.95,60.43,60.3
Finance,10/11/2019,83.14,63.35,62.6
Logistics,10/11/2019,35.23,60.28,67.1
IT,10/11/2019,36.36,62.38,60.2
Finance,11/11/2019,83.76,65.13,62.7
Logistics,11/11/2019,33.37,58.77,67.1
IT,11/11/2019,37.6,63.83,60.1
Finance,12/11/2019,84.13,66.88,62.7
Logistics,12/11/2019,31.49,58.47,67.1
IT,12/11/2019,38.64,62.3,60.2
Finance,13/11/2019,84.8,66.55,62.8
Logistics,13/11/2019,32.04,58.75,67.3
IT,13/11/2019,37.92,63.71,60.4
Finance,14/11/2019,84.55,66.56,63.1
Logistics,14/11/2019,31.19,57.47,67.5
IT,14/11/2019,37.09,62.33,60.7
Finance,15/11/2019,86.5,68.47,63.4
Logistics,15/11/2019,30.58,57.51,67.4
IT,15/11/2019,36.52,63.82,60.9
Finance,16/11/2019,85.58,69.4,63.6
Logistics,16/11/2019,29.24,57.91,67.5
IT,16/11/2019,34.64,63.26,60.8
Finance,17/11/2019,87.52,68.08,63.6
Logistics,17/11/2019,29.68,59.84,67.8
IT,17/11/2019,35.4,63.92,61
Finance,18/11/2019,88.21,66.16,63.8
Logistics,18/11/2019,28.07,57.99,67.7
IT,18/11/2019,36.03,65.01,61
Finance,19/11/2019,88.58,65.73,64.1
Logistics,19/11/2019,27.08,57.93,67.6
IT,19/11/2019,36.99,63.88,60.9
Finance,20/11/2019,89.19,66.16,64.4
Logistics,20/11/2019,28.6,56.02,67.8
IT,20/11/2019,38.75,62.72,61.1
Finance,21/11/2019,87.81,67.21,64.7
Logistics,21/11/2019,27.82,54.85,68
IT,21/11/2019,39.46,64.63,61.2
Finance,22/11/2019,87.02,68.97,64.7
Logistics,22/11/2019,26.46,54.33,68.2
IT,22/11/2019,41.56,65.53,61.3
Finance,23/11/2019,85.85,67.56,65
Logistics,23/11/2019,25.14,55.01,68.5
IT,23/11/2019,39.66,67.63,61.3
Finance,24/11/2019,87.55,69.46,65.3
Logistics,24/11/2019,25.01,54.63,68.5
IT,24/11/2019,41.52,68.18,61.5
Finance,25/11/2019,86.29,70.8,65.5
Logistics,25/11/2019,24.62,56.42,68.6
IT,25/11/2019,42.7,69.82,61.5
Finance,26/11/2019,86.77,68.9,65.8
Logistics,26/11/2019,25.54,56.31,68.6
IT,26/11/2019,43.68,69.92,61.7
Finance,27/11/2019,88.32,70.4,66
Logistics,27/11/2019,24.15,56.92,68.5
IT,27/11/2019,44.88,70.53,61.8
Finance,28/11/2019,88.58,69.06,65.9
Logistics,28/11/2019,25.06,56.36,68.5
IT,28/11/2019,44.63,72.6,61.8
Finance,29/11/2019,87.5,69.42,65.8
Logistics,29/11/2019,24.83,57.14,68.6
IT,29/11/2019,46,72.15,61.8
Finance,30/11/2019,88.31,70.8,65.8
Logistics,30/11/2019,25.56,55.9,68.6
IT,30/11/2019,44.04,71.08,62.1
Finance,1/12/2019,88.23,71.14,65.9
Logistics,1/12/2019,23.93,54.84,68.7
IT,1/12/2019,42.34,69.21,62.3
Finance,2/12/2019,87.25,69.14,65.8
Logistics,2/12/2019,22.39,56.9,68.6
IT,2/12/2019,41.22,67.54,62.4
Finance,3/12/2019,87.11,68.24,66.1
Logistics,3/12/2019,22.52,56.55,68.9
IT,3/12/2019,42.09,68.68,62.3
Finance,4/12/2019,85.96,67.39,66.1
Logistics,4/12/2019,23.79,55.06,69
IT,4/12/2019,42.8,67.7,62.4
Finance,5/12/2019,86.08,66.18,66.3
Logistics,5/12/2019,23.77,53.57,69.1
IT,5/12/2019,44.65,69.03,62.5
Finance,6/12/2019,87.23,67.49,66.3
Logistics,6/12/2019,25.01,52.96,69.1
IT,6/12/2019,46.25,69.64,62.4
Finance,7/12/2019,86.51,69.36,66.4
Logistics,7/12/2019,25.58,51.84,69.2
IT,7/12/2019,45.36,69.95,62.7
Finance,8/12/2019,87.9,69.35,66.7
Logistics,8/12/2019,25.29,51.07,69.3
IT,8/12/2019,43.4,71.42,62.6
Finance,9/12/2019,89.53,68.85,67
Logistics,9/12/2019,24.8,51.59,69.3
IT,9/12/2019,44.86,73.09,62.9
Finance,10/12/2019,90.92,69.67,67
Logistics,10/12/2019,23.95,50.76,69.3
IT,10/12/2019,46.02,73.64,62.9
Finance,11/12/2019,92.47,70.52,67.1
Logistics,11/12/2019,25.3,51.45,69.5
IT,11/12/2019,44.47,71.94,62.8
Finance,12/12/2019,93.85,70.84,67.2
Logistics,12/12/2019,26.94,53.3,69.5
IT,12/12/2019,45.78,73.96,63.1
Finance,13/12/2019,95.09,71.04,67.3
Logistics,13/12/2019,28.4,55.11,69.7
IT,13/12/2019,44.55,72.07,63.2
Finance,14/12/2019,94.13,70.01,67.6
Logistics,14/12/2019,30.17,57.03,69.6
IT,14/12/2019,43.39,70.31,63.5
Finance,15/12/2019,96.06,68.43,67.8
Logistics,15/12/2019,31.43,58.91,69.9
IT,15/12/2019,45.09,69.26,63.8
Finance,16/12/2019,94.41,68.28,68
Logistics,16/12/2019,29.5,60.73,70.2
IT,16/12/2019,43.91,68.12,63.9
Finance,17/12/2019,92.67,70.07,68.2
Logistics,17/12/2019,28.58,60.14,70.5
IT,17/12/2019,45.41,66.89,63.8
Finance,18/12/2019,91.7,68.84,68.5
Logistics,18/12/2019,29.9,60.1,70.4
IT,18/12/2019,45.21,68.71,63.7
Finance,19/12/2019,92.74,67.32,68.4
Logistics,19/12/2019,31.4,60.08,70.3
IT,19/12/2019,44.18,69.86,63.7
Finance,20/12/2019,92.33,66.42,68.7
Logistics,20/12/2019,29.65,60.61,70.5
IT,20/12/2019,44.59,70,63.7
Finance,21/12/2019,92.36,68.39,68.9
Logistics,21/12/2019,31.39,59,70.5
IT,21/12/2019,45.25,70.57,64
Finance,22/12/2019,92.28,67.92,69
Logistics,22/12/2019,31.93,57.53,70.4
IT,22/12/2019,47.26,72.01,63.9
Finance,23/12/2019,93.05,67.93,69.1
Logistics,23/12/2019,32.26,57.54,70.4
IT,23/12/2019,46.79,70.72,64.2
Finance,24/12/2019,91.89,66.24,69.3
Logistics,24/12/2019,32.48,55.84,70.7
IT,24/12/2019,46.37,72.59,64.2
Finance,25/12/2019,91.9,67.94,69.6
Logistics,25/12/2019,30.86,56.3,70.7
IT,25/12/2019,46.93,71.96,64.2
Finance,26/12/2019,90.94,67.85,69.5
Logistics,26/12/2019,30.04,56.3,70.8
IT,26/12/2019,46.28,73.47,64.1
Finance,27/12/2019,91.89,67.07,69.8
Logistics,27/12/2019,30.9,55.26,70.9
IT,27/12/2019,45.91,74.27,64
Finance,28/12/2019,91.05,65.76,69.9
Logistics,28/12/2019,28.92,55.05,71
IT,28/12/2019,47.41,73.84,64.1
Finance,29/12/2019,92.56,64.37,70
Logistics,29/12/2019,27.2,54.39,71.2
IT,29/12/2019,45.94,72.55,64.2
Finance,30/12/2019,92.36,64.86,70.3
Logistics,30/12/2019,28.39,55.65,71.5
IT,30/12/2019,46.95,73.65,64.4
Finance,31/12/2019,91.89,64.94,70.2
Logistics,31/12/2019,29.57,55.45,71.5
IT,31/12/2019,48.41,71.85,64.4
