DEPARTMENT,DATE ,CARBON (metric tonne),ELECTRICITY (kwh),WATER (m3)
IT,30/3/2019,22.5,72.85,40.8
Finance,31/3/2019,53.32,38.72,42.4
Logistics,31/3/2019,37.63,45.97,43.5
IT,31/3/2019,23.95,73.07,40.8
Finance,1/4/2019,54.21,39.17,42.3
Logistics,1/4/2019,37.06,45.11,43.7
IT,1/4/2019,23.08,72.65,41
Finance,2/4/2019,53.85,40.33,42.5
Logistics,2/4/2019,38.07,43.68,43.9
IT,2/4/2019,23.34,70.93,41.2
Finance,3/4/2019,54.45,41.56,42.5
Logistics,3/4/2019,39.23,42.06,43.8
IT,3/4/2019,24.35,71.65,41.1
Finance,4/4/2019,52.96,39.81,42.5
Logistics,4/4/2019,38.13,42.95,43.8
IT,4/4/2019,26.44,73.57,41.4
Finance,5/4/2019,51.98,41.63,42.7
Logistics,5/4/2019,38.31,44.57,44
IT,5/4/2019,25.07,72.95,41.6
Finance,6/4/2019,52.14,42.15,42.7
Logistics,6/4/2019,39.47,44.83,44.1
IT,6/4/2019,23.22,74.02,41.9
Finance,7/4/2019,53.17,44.16,42.7
Logistics,7/4/2019,39.24,44.96,44.3
IT,7/4/2019,22.3,72.09,42
Finance,8/4/2019,54.42,42.44,42.7
Logistics,8/4/2019,40.77,45.34,44.3
IT,8/4/2019,20.32,70.73,42.3
Finance,9/4/2019,53.94,43.43,42.7
Logistics,9/4/2019,42.74,45.76,44.5
IT,9/4/2019,21.79,68.79,42.3
Finance,10/4/2019,55.33,45.12,42.6
Logistics,10/4/2019,40.75,47.46,44.8
IT,10/4/2019,22.07,67.93,42.4
Finance,11/4/2019,55.08,45.54,42.6
Logistics,11/4/2019,40.26,49.38,44.9
IT,11/4/2019,22.52,67.04,42.7
Finance,12/4/2019,54.98,45.41,42.7
Logistics,12/4/2019,41.37,48.64,45.1
IT,12/4/2019,24.2,68.18,43
Finance,13/4/2019,55.06,46.96,42.8
Logistics,13/4/2019,41.97,50.74,45.4
IT,13/4/2019,25.21,68.97,43.2
Finance,14/4/2019,53.5,48.79,42.9
Logistics,14/4/2019,40.86,50.02,45.3
IT,14/4/2019,24.69,68.92,43.2
Finance,15/4/2019,52.85,47.84,43
Logistics,15/4/2019,40.7,49.66,45.6
IT,15/4/2019,23.11,68.79,43.2
Finance,16/4/2019,52.66,45.86,43.1
Logistics,16/4/2019,38.72,48.92,45.7
IT,16/4/2019,21.54,70.32,43.3
Finance,17/4/2019,50.92,45.76,43
Logistics,17/4/2019,40.03,47.61,45.6
IT,17/4/2019,20.51,69.5,43.4
Finance,18/4/2019,52.66,44.15,43.3
Logistics,18/4/2019,41.35,47.16,45.9
IT,18/4/2019,20.43,69.46,43.4
Finance,19/4/2019,52.91,45.25,43.6
Logistics,19/4/2019,42.8,48.57,46
IT,19/4/2019,21.62,67.95,43.4
Finance,20/4/2019,51.92,46.74,43.9
Logistics,20/4/2019,40.81,48.56,46.3
IT,20/4/2019,20.46,66.86,43.6
Finance,21/4/2019,52.63,47.47,43.8
Logistics,21/4/2019,41.38,49.08,46.5
IT,21/4/2019,21.02,67.86,43.8
Finance,22/4/2019,52.69,46.41,43.7
Logistics,22/4/2019,43.36,49.25,46.4
IT,22/4/2019,20.06,66.59,43.8
Finance,23/4/2019,53.12,45.91,43.6
Logistics,23/4/2019,42.97,47.47,46.3
IT,23/4/2019,22.04,66.45,43.7
Finance,24/4/2019,51.67,47.79,43.6
Logistics,24/4/2019,44.25,46.26,46.3
IT,24/4/2019,20.55,67.56,43.9
Finance,25/4/2019,50.32,47.01,43.6
Logistics,25/4/2019,44.47,47.93,46.3
IT,25/4/2019,21.18,66.31,43.9
Finance,26/4/2019,52,48.28,43.7
Logistics,26/4/2019,43.84,45.94,46.6
IT,26/4/2019,20.66,66.34,44
Finance,27/4/2019,50.48,46.77,43.7
Logistics,27/4/2019,44.57,46.19,46.8
IT,27/4/2019,20.69,67.29,44
Finance,28/4/2019,48.99,46.7,43.8
Logistics,28/4/2019,45.34,44.39,47.1
IT,28/4/2019,22.42,67.73,44.1
Finance,29/4/2019,49,47.96,43.8
Logistics,29/4/2019,43.76,44.54,47.3
IT,29/4/2019,21.84,67.51,44.2
Finance,30/4/2019,47.74,48.23,43.7
Logistics,30/4/2019,42.69,42.93,47.4
IT,30/4/2019,21.62,68.65,44.2
Finance,1/5/2019,48.39,49.63,44
Logistics,1/5/2019,40.77,42.81,47.3
IT,1/5/2019,20.4,70.19,44.4
Finance,2/5/2019,49.84,48.64,43.9
Logistics,2/5/2019,41.04,44.5,47.5
IT,2/5/2019,21.65,70.49,44.3
Finance,3/5/2019,50.7,46.74,43.9
Logistics,3/5/2019,41.35,44.12,47.8
IT,3/5/2019,23.19,69.78,44.2
Finance,4/5/2019,51.42,46.95,43.8
Logistics,4/5/2019,40.76,42.91,47.8
IT,4/5/2019,22.57,68.22,44.2
Finance,5/5/2019,52.6,48.53,43.8
Logistics,5/5/2019,40.09,40.96,48.1
IT,5/5/2019,22.6,67.86,44.5
Finance,6/5/2019,51.08,49.09,43.9
Logistics,6/5/2019,40.36,38.99,48.2
IT,6/5/2019,21.56,66.72,44.5
Finance,7/5/2019,52.72,49.43,44
Logistics,7/5/2019,40,38.15,48.1
IT,7/5/2019,20.92,65.75,44.5
Finance,8/5/2019,50.85,48.25,44.2
Logistics,8/5/2019,38.68,37.81,48.4
IT,8/5/2019,21.28,65.67,44.8
Finance,9/5/2019,49.58,49.13,44.2
Logistics,9/5/2019,39.71,37.9,48.5
IT,9/5/2019,19.62,63.77,45.1
Finance,10/5/2019,50.54,49.06,44.2
Logistics,10/5/2019,41.57,37.08,48.4
IT,10/5/2019,17.89,62.38,45.3
Finance,11/5/2019,51.28,49.21,44.3
Logistics,11/5/2019,41.18,36.53,48.6
IT,11/5/2019,17.59,60.4,45.6
Finance,12/5/2019,51.44,48.68,44.2
Logistics,12/5/2019,39.19,38.6,48.9
IT,12/5/2019,18.17,61.78,45.9
Finance,13/5/2019,51.32,50.42,44.5
Logistics,13/5/2019,38.6,37.12,49
IT,13/5/2019,18.01,63.88,45.9
Finance,14/5/2019,52.42,49.41,44.6
Logistics,14/5/2019,40.61,35.4,49.3
IT,14/5/2019,19.92,64.15,46.1
Finance,15/5/2019,52.79,47.81,44.5
Logistics,15/5/2019,38.95,33.88,49.5
IT,15/5/2019,18.78,63.76,46.2
Finance,16/5/2019,51.04,47.02,44.4
Logistics,16/5/2019,38.06,35.28,49.4
IT,16/5/2019,16.93,63.67,46.5
Finance,17/5/2019,50.4,48.48,44.6
Logistics,17/5/2019,37.59,33.4,49.6
IT,17/5/2019,17.59,64.53,46.7
Finance,18/5/2019,51.02,47.47,44.9
Logistics,18/5/2019,35.65,35.39,49.6
IT,18/5/2019,19.04,62.75,46.6
Finance,19/5/2019,49.49,45.83,45.2
Logistics,19/5/2019,35.44,36.91,49.6
IT,19/5/2019,20.1,61.34,46.7
Finance,20/5/2019,48.34,46.28,45.4
Logistics,20/5/2019,34.89,36.62,49.7
IT,20/5/2019,18.29,61.31,46.6
Finance,21/5/2019,48.3,48.16,45.5
Logistics,21/5/2019,36.12,37.39,49.7
IT,21/5/2019,17.8,62.96,46.9
Finance,22/5/2019,48.22,49.68,45.6
Logistics,22/5/2019,35.95,37.32,49.8
IT,22/5/2019,16.02,63.42,46.9
Finance,23/5/2019,49.97,51.16,45.6
Logistics,23/5/2019,35.48,38.29,50
IT,23/5/2019,16.16,62.09,47
Finance,24/5/2019,49.31,52.47,45.6
Logistics,24/5/2019,35.38,39.81,50.3
IT,24/5/2019,16.93,60.34,47.2
Finance,25/5/2019,50.4,52.05,45.6
Logistics,25/5/2019,34.07,40.9,50.3
IT,25/5/2019,18.81,58.9,47.4
Finance,26/5/2019,52.25,51.33,45.7
Logistics,26/5/2019,34.76,40.53,50.4
IT,26/5/2019,20.42,58.66,47.3
Finance,27/5/2019,53.71,51.7,45.9
Logistics,27/5/2019,33.9,41.58,50.6
IT,27/5/2019,21.28,59.48,47.4
Finance,28/5/2019,55.15,53.28,45.9
Logistics,28/5/2019,33.13,40.22,50.7
IT,28/5/2019,19.31,59.65,47.4
Finance,29/5/2019,53.75,51.8,46
Logistics,29/5/2019,33.23,38.68,50.6
IT,29/5/2019,20.71,59.88,47.6
Finance,30/5/2019,54.94,50.77,46.3
Logistics,30/5/2019,32.45,38.14,50.5
IT,30/5/2019,21.9,58.89,47.9
Finance,31/5/2019,56.17,50.92,46.5
Logistics,31/5/2019,33.37,39.22,50.7
IT,31/5/2019,22.02,59.24,48.2
Finance,1/6/2019,55.12,50.7,46.7
Logistics,1/6/2019,32.06,40.26,50.7
IT,1/6/2019,21.86,58.63,48.1
Finance,2/6/2019,56.17,51.54,46.6
Logistics,2/6/2019,33.57,40.07,50.6
IT,2/6/2019,23.68,60.46,48.1
Finance,3/6/2019,55.34,50.83,46.5
Logistics,3/6/2019,33.05,41.82,50.7
IT,3/6/2019,25.07,60.55,48.3
Finance,4/6/2019,54.73,50.3,46.6
Logistics,4/6/2019,34.8,41.15,51
IT,4/6/2019,25.64,59.45,48.4
Finance,5/6/2019,56.14,51.82,46.7
Logistics,5/6/2019,33.81,40.28,50.9
IT,5/6/2019,26.4,60.57,48.3
Finance,6/6/2019,55.04,50.86,46.6
Logistics,6/6/2019,31.97,39.04,51.2
IT,6/6/2019,26,59.61,48.3
Finance,7/6/2019,53.79,48.98,46.8
Logistics,7/6/2019,31.09,40.95,51.1
IT,7/6/2019,25.27,61.29,48.2
Finance,8/6/2019,54.02,49.2,46.7
Logistics,8/6/2019,31.82,40.9,51.2
IT,8/6/2019,26.54,62.73,48.4
Finance,9/6/2019,52.36,50.22,46.8
Logistics,9/6/2019,32.29,42.24,51.4
IT,9/6/2019,27.86,62.47,48.3
Finance,10/6/2019,52.95,48.58,46.9
Logistics,10/6/2019,32.35,42.87,51.4
IT,10/6/2019,25.88,60.97,48.6
Finance,11/6/2019,52.25,48.8,47.1
Logistics,11/6/2019,31.15,44.87,51.7
IT,11/6/2019,27.88,59.02,48.8
Finance,12/6/2019,51,50.75,47.4
Logistics,12/6/2019,32.69,46.06,52
IT,12/6/2019,28.76,61.11,48.7
Finance,13/6/2019,52.82,49.28,47.3
Logistics,13/6/2019,31.5,47.05,52.2
IT,13/6/2019,28.59,61.96,48.8
Finance,14/6/2019,54.91,49.61,47.4
Logistics,14/6/2019,33.28,48.74,52.5
IT,14/6/2019,26.67,61.77,48.9
Finance,15/6/2019,55.39,51.24,47.6
Logistics,15/6/2019,34.42,47.4,52.8
IT,15/6/2019,25.66,62.35,49
Finance,16/6/2019,57.01,49.65,47.6
Logistics,16/6/2019,36.36,46.39,52.7
IT,16/6/2019,26.32,64.35,48.9
Finance,17/6/2019,58.87,50.27,47.8
Logistics,17/6/2019,35.35,47.27,52.8
IT,17/6/2019,27.05,66.37,48.8
Finance,18/6/2019,59.32,49.73,48
Logistics,18/6/2019,35.03,48.42,52.9
IT,18/6/2019,28.75,65.35,48.8
Finance,19/6/2019,59.05,50.45,48.3
Logistics,19/6/2019,33.89,47.9,53.2
IT,19/6/2019,28.66,66.09,49
Finance,20/6/2019,57.58,48.71,48.5
Logistics,20/6/2019,35.35,46.34,53.1
IT,20/6/2019,28.25,65.17,49.2
Finance,21/6/2019,56.96,47.49,48.7
Logistics,21/6/2019,33.7,46.2,53.1
IT,21/6/2019,28.58,65.66,49.1
Finance,22/6/2019,56.95,46.12,48.7
Logistics,22/6/2019,35.18,46.51,53.2
IT,22/6/2019,28.09,63.86,49.3
Finance,23/6/2019,57.92,45.9,48.8
Logistics,23/6/2019,35.13,48.61,53.2
IT,23/6/2019,30.03,65.11,49.3
Finance,24/6/2019,55.92,45.13,48.8
Logistics,24/6/2019,35.88,50.47,53.2
IT,24/6/2019,28.34,66.62,49.4
Finance,25/6/2019,53.92,45.04,49.1
Logistics,25/6/2019,37.2,50.86,53.2
IT,25/6/2019,26.61,67.5,49.5
Finance,26/6/2019,55.65,44.01,49.1
Logistics,26/6/2019,38.96,51.98,53.5
IT,26/6/2019,28.17,69.27,49.6
Finance,27/6/2019,55.15,43.74,49.1
Logistics,27/6/2019,38,50.65,53.4
IT,27/6/2019,26.29,67.73,49.9
Finance,28/6/2019,56.51,43.87,49.1
Logistics,28/6/2019,37.67,49.08,53.7
IT,28/6/2019,28.21,68.12,49.8
Finance,29/6/2019,58.56,45.32,49.2
Logistics,29/6/2019,36.09,49.26,53.8
IT,29/6/2019,27.77,66.62,49.8
Finance,30/6/2019,58.57,43.43,49.1
Logistics,30/6/2019,35.17,49.8,53.8
IT,30/6/2019,27.6,66.96,49.7
Finance,1/7/2019,56.62,42.39,49.4
Logistics,1/7/2019,35.54,51.52,54
IT,1/7/2019,28.78,68.17,49.6
Finance,2/7/2019,55.29,42.04,49.3
Logistics,2/7/2019,37.44,52.97,54.1
IT,2/7/2019,27.94,68.58,49.5
Finance,3/7/2019,57.03,44.1,49.5
Logistics,3/7/2019,37.17,52.85,54.4
IT,3/7/2019,28.99,70.15,49.8
Finance,4/7/2019,58.58,42.22,49.7
Logistics,4/7/2019,38.41,53.95,54.5
IT,4/7/2019,29.73,69,49.8
Finance,5/7/2019,58.99,42.11,49.7
Logistics,5/7/2019,40.2,55.62,54.8
IT,5/7/2019,28.09,67.43,49.7
Finance,6/7/2019,58.84,43.35,50
Logistics,6/7/2019,39.1,54.69,54.9
IT,6/7/2019,29.56,65.94,49.8
Finance,7/7/2019,59.3,43.89,49.9
Logistics,7/7/2019,37.95,54.18,55.1
IT,7/7/2019,29.6,67.02,50.1
Finance,8/7/2019,58.95,45.78,50.2
Logistics,8/7/2019,39.5,53.08,55.1
IT,8/7/2019,28.74,66.19,50.3
Finance,9/7/2019,59.18,44.58,50.2
Logistics,9/7/2019,41.52,53.82,55
IT,9/7/2019,29.22,65.73,50.2
Finance,10/7/2019,58.45,43.09,50.1
Logistics,10/7/2019,42.96,54.75,55.2
IT,10/7/2019,30.77,66.02,50.4
Finance,11/7/2019,59.44,44.98,50.2
Logistics,11/7/2019,44.39,56.06,55.4
IT,11/7/2019,30.66,66.12,50.5
Finance,12/7/2019,59.83,45.92,50.5
Logistics,12/7/2019,45.87,54.42,55.3
IT,12/7/2019,31.96,67.94,50.5
Finance,13/7/2019,60.57,45.16,50.6
Logistics,13/7/2019,43.92,53.65,55.6
IT,13/7/2019,32.17,67.14,50.8
Finance,14/7/2019,61.42,43.19,50.9
Logistics,14/7/2019,44.2,54.52,55.7
IT,14/7/2019,33.59,65.99,51
Finance,15/7/2019,62.94,43.24,51.2
Logistics,15/7/2019,43.84,53.02,56
IT,15/7/2019,32.96,67.69,51.1
Finance,16/7/2019,61.79,44.95,51.5
Logistics,16/7/2019,41.98,53.33,55.9
IT,16/7/2019,31.09,68.96,51
Finance,17/7/2019,62.02,45.11,51.7
Logistics,17/7/2019,42.33,52.54,55.9
IT,17/7/2019,29.18,70.14,50.9
Finance,18/7/2019,60.36,45.72,51.9
Logistics,18/7/2019,40.94,52.56,56.2
IT,18/7/2019,27.89,71.68,50.8
Finance,19/7/2019,58.82,46.31,51.8
Logistics,19/7/2019,40.78,50.85,56.2
IT,19/7/2019,28.38,71.49,50.8
Finance,20/7/2019,59.27,47.8,51.9
Logistics,20/7/2019,39.52,51.46,56.4
IT,20/7/2019,26.69,72.07,50.8
Finance,21/7/2019,58.9,49.36,52.1
Logistics,21/7/2019,39.32,52.93,56.7
IT,21/7/2019,26.02,70.21,50.9
Finance,22/7/2019,59.73,50.85,52.3
Logistics,22/7/2019,37.49,54.27,56.9
IT,22/7/2019,26.2,70.44,50.8
Finance,23/7/2019,60.47,49.22,52.4
Logistics,23/7/2019,37.55,53.55,57
IT,23/7/2019,26.18,71.47,50.8
Finance,24/7/2019,61.04,47.96,52.5
Logistics,24/7/2019,38.07,55.33,57
IT,24/7/2019,24.53,70.19,51
Finance,25/7/2019,62.91,46.62,52.4
Logistics,25/7/2019,36.46,57.15,57.1
IT,25/7/2019,26.35,68.67,51
Finance,26/7/2019,61.28,48.71,52.7
Logistics,26/7/2019,37.2,56.32,57
IT,26/7/2019,25.39,70.17,51.1
Finance,27/7/2019,59.58,47.49,53
Logistics,27/7/2019,37.39,57.65,57.1
IT,27/7/2019,26.18,70.61,51.4
Finance,28/7/2019,60.53,47.57,53.3
Logistics,28/7/2019,36.93,59.42,57.4
IT,28/7/2019,24.42,71.93,51.6
Finance,29/7/2019,59.58,49.09,53.6
Logistics,29/7/2019,36.27,59.02,57.5
IT,29/7/2019,25.27,72.4,51.8
Finance,30/7/2019,60.65,51.09,53.8
Logistics,30/7/2019,34.32,59.75,57.4
IT,30/7/2019,24.94,72.7,51.7
Finance,31/7/2019,61.9,51.98,54.1
Logistics,31/7/2019,34.93,58.29,57.5
IT,31/7/2019,23.9,71.39,51.8
Finance,1/8/2019,62.49,51.24,54
Logistics,1/8/2019,34.62,56.36,57.7
IT,1/8/2019,23.51,73.39,51.9
Finance,2/8/2019,62.92,53.04,53.9
Logistics,2/8/2019,35.77,55,57.9
IT,2/8/2019,22.81,73.08,51.9
Finance,3/8/2019,63.02,52.24,54
Logistics,3/8/2019,36.03,53.46,58
IT,3/8/2019,21.53,74.11,51.8
Finance,4/8/2019,62.11,53.21,54
Logistics,4/8/2019,37.52,53.4,58.2
IT,4/8/2019,22.09,74.92,51.7
Finance,5/8/2019,64.18,53.73,54.2
Logistics,5/8/2019,37.95,55.49,58.5
IT,5/8/2019,23.46,74.46,52
Finance,6/8/2019,64.03,53.17,54.1
Logistics,6/8/2019,38.78,57.22,58.6
IT,6/8/2019,23.73,72.9,52.1
Finance,7/8/2019,64.86,52.81,54.1
Logistics,7/8/2019,37.16,57.54,58.5
IT,7/8/2019,24.47,74.84,52
Finance,8/8/2019,66.64,51.21,54.4
Logistics,8/8/2019,36.76,57.87,58.4
IT,8/8/2019,24.45,76.83,52.3
Finance,9/8/2019,65.5,50.44,54.6
Logistics,9/8/2019,36.03,58.22,58.5
IT,9/8/2019,25.1,78.25,52.2
Finance,10/8/2019,65.07,52.23,54.9
Logistics,10/8/2019,36.76,57.94,58.8
IT,10/8/2019,25.82,79.14,52.5
Finance,11/8/2019,65.82,52.46,54.8
Logistics,11/8/2019,35.58,57.79,58.7
IT,11/8/2019,24.86,77.86,52.6
Finance,12/8/2019,65.36,53.69,54.9
Logistics,12/8/2019,35.26,59.81,58.9
IT,12/8/2019,25.8,77.22,52.7
Finance,13/8/2019,63.75,52.73,55.2
Logistics,13/8/2019,35.01,59.8,59.2
IT,13/8/2019,24.46,75.46,52.8
Finance,14/8/2019,64.95,52.44,55.4
Logistics,14/8/2019,36.22,61.64,59.2
IT,14/8/2019,24.03,77.05,52.8
Finance,15/8/2019,64.99,54.26,55.7
Logistics,15/8/2019,36.42,61.2,59.5
IT,15/8/2019,24.8,76.04,53.1
Finance,16/8/2019,63.36,54.32,56
Logistics,16/8/2019,36.39,60.33,59.5
IT,16/8/2019,25.56,74.58,53.4
Finance,17/8/2019,62.59,56.36,56.3
Logistics,17/8/2019,36.97,61.72,59.7
IT,17/8/2019,25.19,73.31,53.4
Finance,18/8/2019,63.76,55.86,56.5
Logistics,18/8/2019,35.9,62.54,59.8
IT,18/8/2019,25.39,73.43,53.3
Finance,19/8/2019,62.91,56.97,56.6
Logistics,19/8/2019,35.99,64.01,60
IT,19/8/2019,24.3,71.66,53.3
Finance,20/8/2019,64.46,58.55,56.6
Logistics,20/8/2019,34.18,63.57,59.9
IT,20/8/2019,25.39,73.37,53.2
Finance,21/8/2019,63.32,58.91,56.9
Logistics,21/8/2019,34.18,63.39,59.9
IT,21/8/2019,26.17,74.76,53.4
Finance,22/8/2019,62.26,58.1,56.9
Logistics,22/8/2019,35.33,63.56,59.8
IT,22/8/2019,27.57,75.04,53.6
Finance,23/8/2019,61.45,59.58,56.9
Logistics,23/8/2019,37.33,62.4,59.7
IT,23/8/2019,26.56,73.61,53.9
Finance,24/8/2019,62.08,60.51,57.2
Logistics,24/8/2019,36.57,62.19,59.6
IT,24/8/2019,25.68,75.1,53.9
Finance,25/8/2019,63.62,58.55,57.1
Logistics,25/8/2019,37.2,60.4,59.8
IT,25/8/2019,26.1,73.72,54
Finance,26/8/2019,63.31,56.75,57
Logistics,26/8/2019,36.59,60.86,60.1
IT,26/8/2019,26.5,75.63,54
Finance,27/8/2019,64.71,57.88,57
Logistics,27/8/2019,36.62,59.26,60.4
IT,27/8/2019,25.6,76.17,54
Finance,28/8/2019,64.73,57.3,57.3
Logistics,28/8/2019,35.92,58.89,60.4
IT,28/8/2019,25.3,78.12,54.2
Finance,29/8/2019,64.98,55.34,57.3
Logistics,29/8/2019,34.19,59.91,60.3
IT,29/8/2019,26.77,78.18,54.1
Finance,30/8/2019,63.71,56.81,57.6
Logistics,30/8/2019,35.29,60.77,60.3
IT,30/8/2019,27.78,76.28,54.2
Finance,31/8/2019,62.64,57.2,57.6
Logistics,31/8/2019,36.72,62.56,60.4
IT,31/8/2019,26.11,75.82,54.1
Finance,1/9/2019,64.13,58.83,57.8
Logistics,1/9/2019,35.33,61.92,60.3
IT,1/9/2019,27.65,75.5,54.1
Finance,2/9/2019,66.13,58.76,58
Logistics,2/9/2019,33.62,63.95,60.3
IT,2/9/2019,26.96,73.55,54.1
Finance,3/9/2019,64.46,58.5,58.1
Logistics,3/9/2019,33.47,64.55,60.3
IT,3/9/2019,27.9,75.05,54.4
Finance,4/9/2019,66.37,59.31,58.3
Logistics,4/9/2019,35.44,62.99,60.4
IT,4/9/2019,26.03,76.03,54.7
Finance,5/9/2019,66.99,60.12,58.2
Logistics,5/9/2019,37.29,61.45,60.4
IT,5/9/2019,27.02,75.33,54.7
Finance,6/9/2019,65.32,61.56,58.1
Logistics,6/9/2019,36.32,61.7,60.3
IT,6/9/2019,27.87,75.28,55
Finance,7/9/2019,65.33,59.62,58
Logistics,7/9/2019,36.48,60.35,60.3
IT,7/9/2019,27.12,74.28,55.1
Finance,8/9/2019,66.7,59.21,58.2
Logistics,8/9/2019,35.63,61.36,60.4
IT,8/9/2019,25.88,75.19,55.4
Finance,9/9/2019,67.97,58.7,58.4
Logistics,9/9/2019,34.73,59.98,60.3
IT,9/9/2019,24.27,74.27,55.3
Finance,10/9/2019,69.56,57.82,58.5
Logistics,10/9/2019,34.24,61.64,60.6
IT,10/9/2019,25.69,75.63,55.3
Finance,11/9/2019,70.37,58.33,58.5
Logistics,11/9/2019,35.33,62.17,60.6
IT,11/9/2019,26.67,77.29,55.5
Finance,12/9/2019,70.17,59.48,58.5
Logistics,12/9/2019,36.31,61.21,60.6
IT,12/9/2019,25.46,77.17,55.6
Finance,13/9/2019,69.1,60.23,58.8
Logistics,13/9/2019,37.87,60.94,60.8
IT,13/9/2019,24.33,78.05,55.7
Finance,14/9/2019,70.27,58.88,58.8
Logistics,14/9/2019,36.31,61.78,60.8
IT,14/9/2019,24.37,76.43,55.9
Finance,15/9/2019,71.65,58.93,58.7
Logistics,15/9/2019,35.38,62.37,60.8
IT,15/9/2019,25.08,76.44,56
Finance,16/9/2019,72.18,59.61,58.6
Logistics,16/9/2019,36.68,60.69,61.1
IT,16/9/2019,25.9,76.91,55.9
Finance,17/9/2019,71.98,57.88,58.7
Logistics,17/9/2019,34.79,59.16,61.3
IT,17/9/2019,25.38,78.47,55.8
Finance,18/9/2019,70.96,58.18,58.6
Logistics,18/9/2019,33.91,60.15,61.2
IT,18/9/2019,25.91,78.23,55.9
Finance,19/9/2019,69.81,58.53,58.8
Logistics,19/9/2019,34.27,62.21,61.5
IT,19/9/2019,24.68,77.06,56.1
Finance,20/9/2019,68.32,56.86,58.9
Logistics,20/9/2019,33.56,62.36,61.5
IT,20/9/2019,23.71,75.48,56.3
Finance,21/9/2019,67.67,57.05,58.8
Logistics,21/9/2019,35.06,62.64,61.4
IT,21/9/2019,22.38,73.54,56.6
Finance,22/9/2019,68.25,55.64,58.9
Logistics,22/9/2019,35.54,64.47,61.5
IT,22/9/2019,22.57,74.19,56.8
Finance,23/9/2019,69.44,55.66,59.2
Logistics,23/9/2019,33.71,66.43,61.7
IT,23/9/2019,23.68,72.23,56.7
Finance,24/9/2019,68.07,56.39,59.5
Logistics,24/9/2019,31.94,64.76,61.8
IT,24/9/2019,24.7,71.11,56.7
Finance,25/9/2019,67.97,58.25,59.7
Logistics,25/9/2019,34.03,65.11,62.1
IT,25/9/2019,24.12,69.94,56.9
Finance,26/9/2019,69.84,59.31,59.7
Logistics,26/9/2019,34.55,64.24,62
IT,26/9/2019,26.03,69.67,57.2
Finance,27/9/2019,70.96,61.31,59.9
Logistics,27/9/2019,35.54,65.2,62.1
IT,27/9/2019,24.16,70.19,57.3
Finance,28/9/2019,72.07,60.78,59.9
Logistics,28/9/2019,35.73,63.21,62.3
IT,28/9/2019,23.22,72.06,57.5
Finance,29/9/2019,73.63,60.18,60
Logistics,29/9/2019,37.08,62.05,62.4
IT,29/9/2019,23.52,70.86,57.7
Finance,30/9/2019,72.77,62.03,59.9
Logistics,30/9/2019,35.27,61.57,62.4
IT,30/9/2019,24.35,71.92,58
Finance,1/10/2019,74.72,60.24,60
Logistics,1/10/2019,34.64,62.22,62.4
IT,1/10/2019,24.9,70.05,57.9
Finance,2/10/2019,75.48,59.86,60.2
Logistics,2/10/2019,35.26,63.79,62.3
IT,2/10/2019,24.46,69.07,57.9
Finance,3/10/2019,74.54,59.62,60.3
Logistics,3/10/2019,35.11,63.75,62.2
IT,3/10/2019,24.24,67.4,57.9
Finance,4/10/2019,76.46,58.64,60.5
Logistics,4/10/2019,37.14,63.72,62.4
IT,4/10/2019,22.62,65.98,58.2
Finance,5/10/2019,75.95,59.55,60.8
Logistics,5/10/2019,36.88,63.3,62.5
IT,5/10/2019,23.51,64.23,58.1
Finance,6/10/2019,74.6,59.1,61.1
Logistics,6/10/2019,38.31,62.25,62.8
IT,6/10/2019,21.89,62.48,58.3
Finance,7/10/2019,75.61,59.14,61.2
Logistics,7/10/2019,37.32,62.81,63
IT,7/10/2019,23.54,60.95,58.5
Finance,8/10/2019,76.82,57.62,61.2
Logistics,8/10/2019,37.54,62.6,63
IT,8/10/2019,25.11,61.2,58.5
Finance,9/10/2019,75.4,59.3,61.1
Logistics,9/10/2019,39.59,62.4,63.1
IT,9/10/2019,23.22,60.36,58.8
Finance,10/10/2019,73.82,58.79,61.1
Logistics,10/10/2019,38.63,63.6,63
IT,10/10/2019,24.01,59.27,58.9
Finance,11/10/2019,75.76,59.03,61
Logistics,11/10/2019,40.31,65.17,63.1
IT,11/10/2019,25.35,60.41,58.8
Finance,12/10/2019,76.36,60.62,61.3
Logistics,12/10/2019,40.2,64.35,63.1
IT,12/10/2019,25.65,61.28,58.9
Finance,13/10/2019,78.42,62.02,61.3
Logistics,13/10/2019,39.07,65.71,63.1
IT,13/10/2019,24.54,62.27,59
Finance,14/10/2019,76.47,63.38,61.5
Logistics,14/10/2019,37.18,63.79,63.4
IT,14/10/2019,25.82,63.65,58.9
Finance,15/10/2019,74.56,62.56,61.8
Logistics,15/10/2019,37.44,63.62,63.3
IT,15/10/2019,26.78,64.41,59
Finance,16/10/2019,76.31,60.69,61.9
Logistics,16/10/2019,35.5,62.95,63.6
IT,16/10/2019,27.75,64,59.2
Finance,17/10/2019,77.18,59.66,61.8
Logistics,17/10/2019,36.07,61.75,63.9
IT,17/10/2019,28.61,63.36,59.3
Finance,18/10/2019,78,59.36,62
Logistics,18/10/2019,37.61,61.67,63.9
IT,18/10/2019,28.43,63.1,59.4
Finance,19/10/2019,79.98,59.69,62.2
Logistics,19/10/2019,38.03,60.79,64.2
IT,19/10/2019,29.98,61.55,59.4
Finance,20/10/2019,81.39,57.93,62.2
Logistics,20/10/2019,37.43,61.92,64.3
